,trans_vat_desc,original_gross_amt,trans_cac_code_1,trans_cac_code_2,directorate,cluster
1525,1.0,0.040669197614539104,39.0,170.0,3.0,3
1526,1.0,0.04052410681465831,34.0,170.0,3.0,3
1527,1.0,0.040379305906485564,12.0,170.0,3.0,3
1528,1.0,0.041661641877060396,11.0,170.0,3.0,3
1529,1.0,0.04457563332641457,11.0,170.0,3.0,3
1530,1.0,0.043931638896973636,11.0,170.0,3.0,3
1531,1.0,0.042118656154806804,12.0,170.0,3.0,3
1532,1.0,0.043206474789277714,10.0,170.0,3.0,3
1533,1.0,0.04260248541554816,11.0,170.0,3.0,3
1534,1.0,0.042234322946320166,12.0,170.0,3.0,3
1535,1.0,0.041538148009429586,43.0,121.0,3.0,1
1536,1.0,0.044683328095956466,43.0,121.0,3.0,1
1537,1.0,0.04547922578041746,43.0,121.0,3.0,1
1538,1.0,0.04545168606815237,43.0,121.0,3.0,1
1539,1.0,0.04569794907414386,43.0,121.0,3.0,1
1540,2.0,0.04025900084764335,43.0,121.0,3.0,1
1541,2.0,0.040273350487192,43.0,121.0,3.0,1
1542,2.0,0.04026320427741012,43.0,121.0,3.0,1
1543,2.0,0.04029074398967521,43.0,121.0,3.0,1
1544,2.0,0.04034988189811813,43.0,121.0,3.0,1
1545,2.0,0.04060353714266498,43.0,121.0,3.0,1
1546,2.0,0.0402608851437457,43.0,121.0,3.0,1
1547,2.0,0.04071224653318505,43.0,121.0,3.0,1
1548,2.0,0.040610639489512296,43.0,121.0,3.0,1
1549,2.0,0.04028625066820038,43.0,121.0,3.0,1
1550,2.0,0.04028349669697387,43.0,121.0,3.0,1
1551,1.0,0.044147753165327555,43.0,131.0,3.0,1
1552,2.0,0.04081399852271185,6.0,171.0,3.0,3
1553,2.0,0.041436251074048774,6.0,171.0,3.0,3
1554,2.0,0.04073877162447196,22.0,172.0,3.0,3
1555,2.0,0.04095894437673862,43.0,121.0,3.0,1
1556,2.0,0.04284338542494065,3.0,124.0,3.0,1
1557,1.0,0.041784411015421075,45.0,124.0,3.0,1
1558,1.0,0.04284324047908663,45.0,124.0,3.0,1
1559,2.0,0.04870731489544765,43.0,173.0,3.0,3
1560,2.0,0.04388641579051729,43.0,173.0,3.0,3
1561,1.0,0.0392045197595986,45.0,124.0,3.0,1
1562,1.0,0.04113200972644658,43.0,121.0,3.0,1
1563,1.0,0.04466955823982393,43.0,121.0,3.0,1
1564,1.0,0.04395859882582262,43.0,121.0,3.0,1
1565,2.0,0.0423433222285483,43.0,121.0,3.0,1
1566,2.0,0.0423433222285483,43.0,121.0,3.0,1
1567,2.0,0.04076921025381758,8.0,174.0,3.0,3
1568,1.0,0.045800280847086754,43.0,121.0,3.0,1
1569,1.0,0.044393436387902926,43.0,121.0,3.0,1
1570,1.0,0.04574201261376799,43.0,121.0,3.0,1
1571,1.0,0.04250914028555492,43.0,121.0,3.0,1
1572,1.0,0.04145074565945145,43.0,121.0,3.0,1
1573,1.0,0.04132145395765957,4.0,169.0,3.0,3
1574,1.0,0.04603219421352959,20.0,169.0,3.0,3
1575,1.0,0.04200023539206693,4.0,169.0,3.0,3
1576,2.0,0.040839074155458475,11.0,169.0,3.0,3
1577,1.0,0.042314333057742945,45.0,165.0,3.0,1
1579,1.0,0.042305201468939256,9.0,175.0,3.0,3
1580,2.0,0.04653950470262328,12.0,176.0,3.0,3
1581,2.0,0.04653950470262328,12.0,176.0,3.0,3
1582,1.0,0.04088618155801718,45.0,177.0,3.0,3
1583,1.0,0.041248691138938136,45.0,177.0,3.0,3
1584,1.0,0.04233578504413891,45.0,178.0,3.0,3
1585,2.0,0.04139247742613269,23.0,179.0,3.0,3
1586,2.0,0.040373508072324496,6.0,101.0,3.0,1
1587,2.0,0.04096329275235942,6.0,101.0,3.0,1
1588,2.0,0.040772399062606164,19.0,180.0,3.0,3
1589,2.0,0.0417867301490855,12.0,101.0,3.0,1
1590,2.0,0.04029871601164668,19.0,180.0,3.0,3
1591,2.0,0.040364521429374835,12.0,101.0,3.0,1
1592,2.0,0.04050990212096369,6.0,101.0,3.0,1
1593,2.0,0.04069760700192836,12.0,101.0,3.0,1
1594,2.0,0.040419166016342926,12.0,180.0,3.0,3
1595,2.0,0.041607577073508414,12.0,180.0,3.0,3
1596,2.0,0.041163318030916364,12.0,180.0,3.0,3
1597,2.0,0.04031726908096211,12.0,101.0,3.0,1
1598,2.0,0.04034393911810304,12.0,101.0,3.0,1
1599,2.0,0.0402630593315561,19.0,101.0,3.0,1
1600,2.0,0.04068383714579581,12.0,180.0,3.0,3
1601,2.0,0.041196075793926416,19.0,180.0,3.0,3
1602,2.0,0.0406973171102203,37.0,180.0,3.0,3
1603,2.0,0.040665573968188436,6.0,180.0,3.0,3
1604,2.0,0.04256059606373443,6.0,180.0,3.0,3
1605,2.0,0.04042684814660635,12.0,101.0,3.0,1
1606,2.0,0.04034002558004431,37.0,180.0,3.0,3
1607,2.0,0.04036466637522886,37.0,180.0,3.0,3
1608,1.0,0.04074080086642833,37.0,180.0,3.0,3
1609,2.0,0.040959089322592644,37.0,180.0,3.0,3
1610,2.0,0.04036771023816342,12.0,101.0,3.0,1
1611,1.0,0.041420017138397776,1.0,101.0,3.0,1
1612,1.0,0.040939231740590984,1.0,101.0,3.0,1
1613,1.0,0.041793687550078784,1.0,138.0,3.0,1
1614,2.0,0.04038524868650066,11.0,101.0,3.0,1
1615,2.0,0.04054744309715662,11.0,101.0,3.0,1
1616,2.0,0.041248981030646184,11.0,101.0,3.0,1
1617,2.0,0.04037510247671879,11.0,101.0,3.0,1
1618,2.0,0.04033031420782452,34.0,101.0,3.0,1
1619,2.0,0.040349157168848,12.0,101.0,3.0,1
1620,2.0,0.04058802793628412,11.0,101.0,3.0,1
1621,2.0,0.04036263713327249,11.0,101.0,3.0,1
1622,2.0,0.04058295483139318,11.0,101.0,3.0,1
1623,2.0,0.04027639435012656,11.0,101.0,3.0,1
1624,2.0,0.04038162504014999,34.0,101.0,3.0,1
1625,2.0,0.04033132882880271,34.0,101.0,3.0,1
1626,2.0,0.04031625445998392,11.0,101.0,3.0,1
1627,2.0,0.04045322829203922,11.0,101.0,3.0,1
1628,2.0,0.040283641642827904,11.0,101.0,3.0,1
1629,2.0,0.040303499224829564,34.0,101.0,3.0,1
1630,2.0,0.04166396101072483,11.0,101.0,3.0,1
1631,2.0,0.04034089525516847,11.0,101.0,3.0,1
1632,2.0,0.040531499053213675,11.0,101.0,3.0,1
1633,2.0,0.04030103514531111,11.0,101.0,3.0,1
1634,2.0,0.040368000129871476,11.0,101.0,3.0,1
1635,2.0,0.0402923383940695,11.0,101.0,3.0,1
1636,2.0,0.04038713298260301,11.0,101.0,3.0,1
1637,2.0,0.040379305906485564,11.0,101.0,3.0,1
1638,2.0,0.04040104778458958,11.0,101.0,3.0,1
1639,2.0,0.04135015323675687,11.0,101.0,3.0,1
1640,2.0,0.04032132756487486,26.0,101.0,3.0,1
1641,2.0,0.04208966698400145,25.0,163.0,3.0,1
1642,1.0,0.04096082867284097,1.0,142.0,3.0,1
1644,1.0,0.04114041658598014,12.0,23.0,3.0,2
1645,1.0,0.04089676260536113,12.0,156.0,,1
1646,1.0,0.040861975600394715,29.0,156.0,,1
1647,1.0,0.040338431175650016,10.0,156.0,,1
1648,2.0,0.04056773551672037,45.0,181.0,,3
1649,1.0,0.04040974453583119,11.0,182.0,,3
1650,1.0,0.04181847329111736,9.0,182.0,,3
1651,1.0,0.04181847329111736,9.0,182.0,,3
1652,2.0,0.04024972431298564,12.0,183.0,,3
1653,2.0,0.04029741149896044,12.0,183.0,,3
1654,2.0,0.0403264006697658,12.0,183.0,,3
1655,2.0,0.04026320427741012,12.0,183.0,,3
1656,2.0,0.04025755138910308,19.0,183.0,,3
1657,2.0,0.04039365554603421,12.0,183.0,,3
1658,2.0,0.04026074019789167,12.0,183.0,,3
1659,2.0,0.04026566835692858,12.0,183.0,,3
1660,2.0,0.04026016041447557,12.0,183.0,,3
1661,2.0,0.04026668297790677,12.0,183.0,,3
1662,2.0,0.040490769268232155,19.0,183.0,,3
1663,2.0,0.04027610445841851,12.0,183.0,,3
1664,2.0,0.040262624493994016,12.0,183.0,,3
1665,2.0,0.04029596204042017,12.0,183.0,,3
1666,2.0,0.04034509868493525,12.0,183.0,,3
1667,2.0,0.04027320554133797,19.0,183.0,,3
1668,2.0,0.040335532258569486,12.0,183.0,,3
1669,2.0,0.04187514712004183,9.0,184.0,3.0,3
1670,2.0,0.04035828875765169,25.0,184.0,3.0,3
1671,2.0,0.040379305906485564,14.0,184.0,3.0,3
1672,2.0,0.040379305906485564,14.0,184.0,3.0,3
1673,2.0,0.040379305906485564,14.0,184.0,3.0,3
1674,2.0,0.040306832979472185,14.0,184.0,3.0,3
1675,2.0,0.04077283390016825,9.0,184.0,3.0,3
1676,1.0,0.04449489848572167,26.0,184.0,3.0,3
1677,2.0,0.04052425176051234,9.0,184.0,3.0,3
1678,2.0,0.04101271928858255,11.0,185.0,3.0,3
1679,2.0,0.040991122356332566,12.0,185.0,3.0,3
1680,2.0,0.041070697630193255,11.0,185.0,3.0,3
1681,2.0,0.043624643578144946,11.0,185.0,3.0,3
1682,2.0,0.040706883536586067,11.0,185.0,3.0,3
1683,2.0,0.04616250053629966,46.0,186.0,3.0,3
1684,2.0,0.04008955914428606,46.0,186.0,3.0,3
1685,1.0,0.04159105324614936,38.0,187.0,3.0,3
1686,2.0,0.04140233374420651,11.0,187.0,3.0,3
1687,1.0,0.040335822150277534,12.0,187.0,3.0,3
1688,2.0,0.04052425176051234,12.0,187.0,3.0,3
1689,1.0,0.04244116068001637,35.0,187.0,3.0,3
1690,1.0,0.04173382491236573,14.0,187.0,3.0,3
1691,1.0,0.04052425176051234,1.0,187.0,3.0,3
1692,1.0,0.04093488336497018,19.0,187.0,3.0,3
1693,1.0,0.04278903072968061,9.0,187.0,3.0,3
1694,1.0,0.04095619040551211,4.0,187.0,3.0,3
1695,1.0,0.041028373440817445,4.0,187.0,3.0,3
1696,1.0,0.040454242913017406,4.0,187.0,3.0,3
1701,2.0,0.04216634334078161,47.0,188.0,3.0,3
1704,2.0,0.041596851080310436,12.0,189.0,3.0,3
1705,2.0,0.04034306944297888,12.0,189.0,3.0,3
1706,1.0,0.05571457726251781,47.0,189.0,3.0,3
1709,2.0,0.040708332995126335,12.0,189.0,3.0,3
1710,1.0,0.03979966743623252,12.0,189.0,3.0,3
1714,2.0,0.04158134187392957,47.0,189.0,3.0,3
1715,1.0,0.040591216745072704,1.0,190.0,3.0,3
1716,1.0,0.04059657974167169,12.0,190.0,3.0,3
1717,2.0,0.040669197614539104,26.0,191.0,3.0,3
1718,1.0,0.04056556132890997,6.0,191.0,3.0,3
1719,2.0,0.04234288739098621,26.0,191.0,3.0,3
1720,2.0,0.04061324851488477,11.0,191.0,3.0,3
1721,1.0,0.04425109955924864,13.0,191.0,3.0,3
1722,1.0,0.04425109955924864,13.0,191.0,3.0,3
1723,2.0,0.04055295103960964,12.0,191.0,3.0,3
1724,1.0,0.040935173256678226,4.0,191.0,3.0,3
1725,2.0,0.040740655920574305,10.0,191.0,3.0,3
1726,1.0,0.040918214591757096,10.0,191.0,3.0,3
1727,2.0,0.04075500556012296,12.0,191.0,3.0,3
1728,2.0,0.0406112192729284,12.0,191.0,3.0,3
1729,2.0,0.04179252798324657,6.0,191.0,3.0,3
1730,1.0,0.04134928356163271,29.0,191.0,3.0,3
1731,1.0,0.04404614612165479,12.0,191.0,3.0,3
1732,2.0,0.0407135510458713,11.0,191.0,3.0,3
1733,1.0,0.04219112908182019,12.0,191.0,3.0,3
1734,2.0,0.04042264471683957,12.0,192.0,3.0,3
1736,2.0,0.041472052699993385,12.0,192.0,3.0,3
1737,1.0,0.04160496804813593,6.0,192.0,3.0,3
1738,1.0,0.04086414978820511,42.0,192.0,3.0,3
1739,1.0,0.040332923233197,11.0,192.0,3.0,3
1740,1.0,0.04166845433219966,11.0,192.0,3.0,3
1741,2.0,0.04053657215810461,12.0,192.0,3.0,3
1743,1.0,0.04219112908182019,42.0,192.0,3.0,3
1744,2.0,0.04060585627632941,10.0,192.0,3.0,3
1745,2.0,0.04134884872407063,12.0,192.0,3.0,3
1747,2.0,0.03958210370933833,9.0,192.0,3.0,3
1748,1.0,0.040335822150277534,11.0,192.0,3.0,3
1749,2.0,0.040669197614539104,10.0,193.0,3.0,3
1750,2.0,0.041133024347424774,18.0,193.0,3.0,3
1751,2.0,0.04197371030078004,10.0,193.0,3.0,3
1752,2.0,0.040825594191033994,12.0,193.0,3.0,3
1753,2.0,0.04046786782329593,19.0,193.0,3.0,3
1754,2.0,0.041890366434714645,11.0,193.0,3.0,3
1755,2.0,0.04021986546705612,11.0,193.0,3.0,3
1756,1.0,0.04262509696877634,12.0,194.0,3.0,3
1757,2.0,0.0402923383940695,11.0,194.0,3.0,3
1758,2.0,0.04163091335600672,10.0,194.0,3.0,3
1759,2.0,0.04444692140803881,10.0,194.0,3.0,3
1760,2.0,0.040477434249661694,10.0,194.0,3.0,3
1761,2.0,0.04161178050327519,10.0,194.0,3.0,3
1762,2.0,0.04140378320274678,10.0,194.0,3.0,3
1763,1.0,0.04135580612506391,35.0,195.0,3.0,3
1764,2.0,0.04066876277697702,6.0,195.0,3.0,3
1765,2.0,0.040303209333121516,11.0,195.0,3.0,3
1766,2.0,0.041429293673055485,4.0,195.0,3.0,3
1767,2.0,0.03921988402012544,35.0,195.0,3.0,3
1768,2.0,0.04341302263126586,35.0,195.0,3.0,3
1769,2.0,0.04086385989649706,11.0,195.0,3.0,3
1770,2.0,0.04036133262058625,18.0,195.0,3.0,3
1771,2.0,0.045104540747758264,3.0,195.0,3.0,3
1772,2.0,0.041379432299270276,10.0,195.0,3.0,3
1773,2.0,0.045104540747758264,3.0,195.0,3.0,3
1774,2.0,0.04053831150835293,19.0,196.0,3.0,3
1775,1.0,0.04123999438769653,36.0,197.0,3.0,3
1776,1.0,0.04819188743852846,12.0,197.0,3.0,3
1777,2.0,0.04083385610471352,12.0,197.0,3.0,3
1778,1.0,0.0377999944340792,48.0,197.0,3.0,3
1779,2.0,0.03671608933766701,12.0,197.0,3.0,3
1780,1.0,0.04070659364487801,12.0,197.0,3.0,3
1781,1.0,0.04082660881201218,12.0,197.0,3.0,3
1782,1.0,0.0421532982139192,12.0,197.0,3.0,3
1783,2.0,0.04048062305845028,12.0,197.0,3.0,3
1784,2.0,0.041911673475256574,12.0,197.0,3.0,3
1785,2.0,0.041352762262129354,12.0,197.0,3.0,3
1786,2.0,0.04066905266868508,48.0,197.0,3.0,3
1787,2.0,0.04036466637522886,48.0,197.0,3.0,3
1788,2.0,0.04240840291700632,48.0,197.0,3.0,3
1789,2.0,0.04083095718763298,48.0,197.0,3.0,3
1790,2.0,0.04043713930224225,48.0,197.0,3.0,3
1791,2.0,0.040538456454206964,48.0,197.0,3.0,3
1792,2.0,0.04095894437673862,12.0,197.0,3.0,3
1793,2.0,0.03984300624658652,12.0,197.0,3.0,3
1794,1.0,0.04109272940000533,48.0,197.0,3.0,3
1795,2.0,0.04153162544599839,48.0,197.0,3.0,3
1796,2.0,0.040584694181641505,8.0,197.0,3.0,3
1797,2.0,0.04037800139379932,12.0,197.0,3.0,3
1798,2.0,0.04003158080267535,10.0,197.0,3.0,3
1799,2.0,0.04030393406239165,11.0,198.0,3.0,3
1800,2.0,0.040322052294145,12.0,198.0,3.0,3
1801,2.0,0.04027349543304602,12.0,198.0,3.0,3
1802,2.0,0.04132145395765957,12.0,198.0,3.0,3
1803,2.0,0.04027059651596549,12.0,198.0,3.0,3
1804,2.0,0.04038655319918691,29.0,199.0,3.0,3
1805,2.0,0.040292048502361455,29.0,199.0,3.0,3
1806,2.0,0.04054599363861635,29.0,199.0,3.0,3
1807,2.0,0.04035481005715504,29.0,199.0,3.0,3
1808,2.0,0.040295672148712124,29.0,199.0,3.0,3
1809,2.0,0.04025291312177423,29.0,199.0,3.0,3
1810,2.0,0.0402982811740846,29.0,199.0,3.0,3
1811,2.0,0.04026320427741012,29.0,199.0,3.0,3
1812,2.0,0.04036394164595873,29.0,199.0,3.0,3
1813,2.0,0.0402749448915863,29.0,199.0,3.0,3
1814,2.0,0.040301325037019164,29.0,199.0,3.0,3
1815,2.0,0.040300745253603054,29.0,199.0,3.0,3
1816,2.0,0.04046598352719358,29.0,199.0,3.0,3
1817,2.0,0.04028074272574736,29.0,199.0,3.0,3
1818,2.0,0.040292048502361455,29.0,199.0,3.0,3
1819,2.0,0.04029741149896044,29.0,199.0,3.0,3
1820,2.0,0.040311761138509095,29.0,199.0,3.0,3
1821,2.0,0.0423433222285483,9.0,200.0,3.0,3
1822,2.0,0.04064165790227402,11.0,200.0,3.0,3
1823,2.0,0.04123492128280559,12.0,200.0,3.0,3
1824,1.0,0.040843132639371234,9.0,200.0,3.0,3
1825,2.0,0.041712807763531846,9.0,200.0,3.0,3
1826,1.0,0.04226128287516915,9.0,200.0,3.0,3
1827,1.0,0.04365276307382614,14.0,200.0,3.0,3
1828,2.0,0.04334779699695381,10.0,201.0,3.0,3
1829,2.0,0.04042960211783286,9.0,202.0,3.0,3
1830,1.0,0.04124941586820827,1.0,203.0,3.0,3
1831,2.0,0.041046056835008705,11.0,203.0,3.0,3
1832,2.0,0.04047352071160297,49.0,203.0,3.0,3
1833,2.0,0.041670773465864085,11.0,203.0,3.0,3
1834,2.0,0.04042003569146709,29.0,203.0,3.0,3
1835,2.0,0.040447430457878145,19.0,203.0,3.0,3
1836,2.0,0.04163178303113088,29.0,203.0,3.0,3
1837,2.0,0.04056048822401903,29.0,203.0,3.0,3
1838,2.0,0.0404948277521449,29.0,203.0,3.0,3
1839,1.0,0.043589131843908384,49.0,203.0,3.0,3
1840,2.0,0.040573098513319354,29.0,203.0,3.0,3
1841,1.0,0.042317231974823476,49.0,203.0,3.0,3
1843,1.0,0.043356058910633336,50.0,203.0,3.0,3
1844,2.0,0.041102295826371094,29.0,203.0,3.0,3
1845,2.0,0.04032785012830606,19.0,203.0,3.0,3
1846,2.0,0.04063817920177738,49.0,203.0,3.0,3
1847,2.0,0.04034393911810304,49.0,203.0,3.0,3
1848,2.0,0.04036437648352081,29.0,203.0,3.0,3
1849,2.0,0.040378581177215433,29.0,203.0,3.0,3
1850,2.0,0.040403946701670114,6.0,203.0,3.0,3
1851,2.0,0.047480493186965074,49.0,203.0,3.0,3
1852,2.0,0.04059657974167169,6.0,203.0,3.0,3
1853,1.0,0.04065296367888811,49.0,203.0,3.0,3
1854,2.0,0.041753392602659346,11.0,203.0,3.0,3
1855,2.0,0.04029103388138326,29.0,203.0,3.0,3
1856,2.0,0.04107287181800366,26.0,203.0,3.0,3
1857,1.0,0.04101547325980906,49.0,203.0,3.0,3
1858,1.0,0.04458186599813773,49.0,203.0,3.0,3
1859,2.0,0.04062890266711966,49.0,203.0,3.0,3
1860,2.0,0.040348432439577864,49.0,203.0,3.0,3
1862,2.0,0.042582482887692466,49.0,203.0,3.0,3
1863,2.0,0.04183949043995124,29.0,203.0,3.0,3
1864,1.0,0.041451035551159504,29.0,203.0,3.0,3
1865,2.0,0.04579158409584515,26.0,203.0,3.0,3
1866,2.0,0.045791729041699175,26.0,203.0,3.0,3
1867,1.0,0.0408467562857219,12.0,203.0,3.0,3
1868,1.0,0.04070224526925721,25.0,203.0,3.0,3
1869,1.0,0.04082211549053735,37.0,203.0,3.0,3
1870,1.0,0.04060976981438813,12.0,203.0,3.0,3
1871,1.0,0.0424781218727932,29.0,203.0,3.0,3
1872,2.0,0.043676824085594576,12.0,204.0,3.0,3
1873,2.0,0.04028494615551414,12.0,204.0,3.0,3
1874,1.0,0.041248836084792156,12.0,204.0,3.0,3
1875,2.0,0.04028262702184971,10.0,204.0,3.0,3
1876,2.0,0.040186093083067885,10.0,204.0,3.0,3
1877,1.0,0.040959089322592644,12.0,205.0,3.0,3
1878,1.0,0.040864874517475246,12.0,205.0,3.0,3
1879,2.0,0.042291141721098664,12.0,205.0,3.0,3
1880,2.0,0.04090096603512791,12.0,205.0,3.0,3
1881,2.0,0.0403366918254017,12.0,205.0,3.0,3
1882,2.0,0.04127739041803544,12.0,205.0,3.0,3
1883,2.0,0.04191790614697973,12.0,205.0,3.0,3
1884,2.0,0.04052410681465831,12.0,205.0,3.0,3
1885,2.0,0.043225607642009244,12.0,205.0,3.0,3
1886,2.0,0.04088647144972523,12.0,205.0,3.0,3
1887,2.0,0.042491891728925736,12.0,205.0,3.0,3
1888,2.0,0.04170556047083051,12.0,205.0,3.0,3
1889,2.0,0.04400295225715481,12.0,205.0,3.0,3
1890,2.0,0.04107939438143487,12.0,205.0,3.0,3
1891,2.0,0.04022856221829772,12.0,205.0,3.0,3
1892,2.0,0.04084139328912291,10.0,143.0,3.0,1
1893,2.0,0.04049961096532779,10.0,143.0,3.0,1
1894,2.0,0.040495117643852954,10.0,143.0,3.0,1
1895,2.0,0.0405207730600157,10.0,143.0,3.0,1
1896,1.0,0.04123448644524351,10.0,143.0,3.0,1
1897,1.0,0.04096039383527889,10.0,143.0,3.0,1
1898,2.0,0.0413649377138676,10.0,143.0,3.0,1
1899,1.0,0.043991356588832665,10.0,143.0,3.0,1
1900,2.0,0.040987788601689945,12.0,206.0,3.0,3
1901,1.0,0.04127797020145154,14.0,206.0,3.0,3
1902,2.0,0.042000525283774987,25.0,143.0,3.0,1
1903,2.0,0.04051555500927073,6.0,143.0,3.0,1
1904,1.0,0.04098996278950035,6.0,143.0,3.0,1
1905,2.0,0.040728915306398134,29.0,143.0,3.0,1
1906,2.0,0.040442357352987214,29.0,143.0,3.0,1
1907,2.0,0.04062165537441832,29.0,143.0,3.0,1
1908,1.0,0.04266147837813705,6.0,143.0,3.0,1
1909,1.0,0.04138436045830719,29.0,143.0,3.0,1
1910,1.0,0.042659739027888735,10.0,207.0,3.0,3
1911,1.0,0.04120839619151869,15.0,207.0,3.0,3
1912,2.0,0.0404043815392322,10.0,207.0,3.0,3
1913,2.0,0.040289294531134945,10.0,207.0,3.0,3
1914,1.0,0.04255349371688712,12.0,207.0,3.0,3
1915,2.0,0.04300804391511506,19.0,207.0,3.0,3
1916,1.0,0.0420606778131961,12.0,207.0,3.0,3
1917,1.0,0.04284338542494065,12.0,207.0,3.0,3
1918,1.0,0.04103098246618993,49.0,207.0,3.0,3
1919,1.0,0.04284338542494065,12.0,207.0,3.0,3
1920,1.0,0.04081414346856588,12.0,208.0,3.0,3
1921,2.0,0.04038495879479261,11.0,208.0,3.0,3
1922,1.0,0.040353795436176856,35.0,208.0,3.0,3
1923,1.0,0.04165482942192114,12.0,208.0,3.0,3
1924,1.0,0.04062281494125054,12.0,208.0,3.0,3
1925,1.0,0.04052454165222039,12.0,208.0,3.0,3
1926,1.0,0.040669197614539104,12.0,208.0,3.0,3
1927,1.0,0.04052367197709623,12.0,208.0,3.0,3
1928,1.0,0.04074094581228235,35.0,208.0,3.0,3
1929,2.0,0.04076674617429912,12.0,209.0,3.0,3
1930,2.0,0.04199037907399311,47.0,210.0,3.0,3
1931,2.0,0.040843132639371234,47.0,210.0,3.0,3
1932,1.0,0.041764698379273435,47.0,210.0,3.0,3
1933,1.0,0.05154013666654684,6.0,210.0,3.0,3
1934,2.0,0.041177812616319046,47.0,210.0,3.0,3
1935,1.0,0.04044815518714828,44.0,210.0,3.0,3
1936,1.0,0.04066905266868508,44.0,210.0,3.0,3
1937,2.0,0.040640208443733755,11.0,210.0,3.0,3
1938,2.0,0.041196945469050575,47.0,210.0,3.0,3
1939,1.0,0.040625713858331074,51.0,210.0,3.0,3
1940,1.0,0.04184673773265258,51.0,210.0,3.0,3
1941,2.0,0.0415040857337333,13.0,210.0,3.0,3
1942,1.0,0.04053831150835293,12.0,211.0,3.0,3
1943,2.0,0.04077935646359945,12.0,211.0,3.0,3
1946,1.0,0.04438314523226703,12.0,143.0,3.0,1
1947,2.0,0.040996195461223496,29.0,143.0,3.0,1
1948,1.0,0.041206511895416346,14.0,143.0,3.0,1
1949,2.0,0.04071992866344848,19.0,143.0,3.0,1
1950,1.0,0.04727409029083095,29.0,143.0,3.0,1
1951,1.0,0.0411683911358073,14.0,143.0,3.0,1
1952,1.0,0.04098199076752888,29.0,143.0,3.0,1
1953,2.0,0.05378679740396177,12.0,212.0,3.0,3
1954,2.0,0.042408547862860344,22.0,212.0,3.0,3
1955,1.0,0.04306080420598081,12.0,212.0,3.0,3
1956,2.0,0.04081414346856588,11.0,213.0,3.0,3
1957,2.0,0.04313327713299419,52.0,213.0,3.0,3
1958,2.0,0.04031987810633459,9.0,213.0,3.0,3
1959,2.0,0.04313327713299419,52.0,213.0,3.0,3
1960,2.0,0.04031987810633459,9.0,213.0,3.0,3
1961,2.0,0.0437088571193345,11.0,213.0,3.0,3
1962,2.0,0.04017652665670212,11.0,213.0,3.0,3
1963,2.0,0.04407238132123363,14.0,214.0,3.0,3
1964,2.0,0.04226128287516915,38.0,214.0,3.0,3
1965,2.0,0.0451036710726341,3.0,214.0,3.0,3
1966,2.0,0.04102576441544496,12.0,214.0,3.0,3
1967,2.0,0.0474091798267839,38.0,214.0,3.0,3
1968,2.0,0.04059005717824049,34.0,214.0,3.0,3
1969,2.0,0.040374377747448655,19.0,214.0,3.0,3
1970,2.0,0.04237868901693083,19.0,214.0,3.0,3
1971,2.0,0.0403350974210074,19.0,214.0,3.0,3
1972,2.0,0.041455818764342386,14.0,214.0,3.0,3
1973,2.0,0.042720761232434006,10.0,214.0,3.0,3
1974,2.0,0.04051743930537308,12.0,214.0,3.0,3
1975,2.0,0.04045540247984962,11.0,214.0,3.0,3
1976,2.0,0.040444386594943586,11.0,214.0,3.0,3
1977,2.0,0.04045685193838989,11.0,214.0,3.0,3
1978,2.0,0.040669197614539104,10.0,214.0,3.0,3
1979,2.0,0.04032785012830606,25.0,214.0,3.0,3
1980,2.0,0.04074167054155249,12.0,214.0,3.0,3
1981,2.0,0.042118656154806804,11.0,214.0,3.0,3
1982,1.0,0.04072036350101056,13.0,214.0,3.0,3
1983,2.0,0.040379305906485564,18.0,214.0,3.0,3
1984,2.0,0.045133964756125695,14.0,214.0,3.0,3
1985,1.0,0.042316507245553345,12.0,215.0,,3
1986,2.0,0.04030277449555943,9.0,216.0,3.0,3
1987,2.0,0.04139392688467296,52.0,216.0,3.0,3
1988,2.0,0.04027711907939669,9.0,216.0,3.0,3
1989,2.0,0.04255349371688712,52.0,216.0,3.0,3
1990,2.0,0.04298833127896742,52.0,216.0,3.0,3
1991,2.0,0.04031567467656782,9.0,216.0,3.0,3
1992,1.0,0.045823907021293124,12.0,217.0,3.0,3
1993,2.0,0.040740655920574305,8.0,217.0,3.0,3
1994,2.0,0.04146900883705882,10.0,216.0,3.0,3
1995,2.0,0.042451886673214353,12.0,216.0,3.0,3
1996,2.0,0.042625531806338414,19.0,216.0,3.0,3
1997,2.0,0.04366508347141841,12.0,216.0,3.0,3
1998,1.0,0.04082892794567661,6.0,216.0,3.0,3
1999,1.0,0.04189848340254014,12.0,216.0,3.0,3
2000,2.0,0.040610929381220344,12.0,216.0,3.0,3
2001,2.0,0.040350316735680215,12.0,216.0,3.0,3
2002,2.0,0.04169860306983723,12.0,216.0,3.0,3
2003,2.0,0.040260595252037644,19.0,216.0,3.0,3
2004,2.0,0.040538601400060985,12.0,216.0,3.0,3
2005,2.0,0.04088560177460107,10.0,216.0,3.0,3
2006,2.0,0.040595275228985456,19.0,216.0,3.0,3
2007,2.0,0.04045177883349895,12.0,216.0,3.0,3
2008,2.0,0.040480333166742224,10.0,216.0,3.0,3
2009,2.0,0.040527440569300924,12.0,216.0,3.0,3
2010,2.0,0.040997644919763765,10.0,216.0,3.0,3
2011,2.0,0.055722549284489276,3.0,216.0,3.0,3
